store_id,name,address,city,state,zipcode,phone,latitude,longitude
11487,WESTCHESTER,2300 Sw 87 Ave,Miami,FL,33165-2011,(305) 220-0024,25.748622,-80.336076
11333,MILLER & 93,9341 Sw 56th St,Miami,FL,33165,(305) 270-1943,25.716621,-80.345713
26889,MIDWAY,7993 West Flagler Street,Miami,FL,33144-2201,(305) 265-0177,25.770176,-80.326046
6961,TROPICAL PARK,7901 Bird Rd,Miami,FL,33155,(305) 264-1244,25.733566,-80.323661
10424,TRADEWINDS,8403 Nw 12th St,Miami,FL,33172,(305) 477-3163,25.783395,-80.332566
5859,MILLER ROAD,13702 Sw 56th St,Miami,FL,33175,(305) 387-1356,25.714164,-80.415976
31617,SW 8TH & SW 147T,14670 Sw 8th St,Miami,FL,33184,(305) 228-4343,25.760479,-80.43208
15144,BIRD & 147TH,14699 Sw 42th St,Miami,FL,33175,(305) 226-2422,25.729033,-80.431431
1098,MIAMI-SW 8TH,7281 Sw 8th Street,Miami,FL,33144-4653,(305) 261-3441,25.763141,-80.313
26184,87TH AVE. & 25TH,2405 Nw 87th Avenue,Miami,FL,33126,(305) 468-1822,25.796169,-80.336426
23752,MIAMI,11390 Nw 41st Street,Miami,FL,33172,(305) 471-6809,25.811162,-80.381169
13051,DORAL,9501 Nw 41st St,Miami,FL,33178,(305) 594-7530,25.812111,-80.351324
10408,CROSSROADS,6700 Bird Rd,Miami,FL,33155,(305) 667-3551,25.733056,-80.303266
35786,MILLER CROSSINGS,5700 Sw 157th Avenue,Miami,FL,33193-3668,(305) 383-1447,25.712198,-80.447512
6486,MIAMI-36TH/PALM,7405 Nw 36th St,Miami,FL,33166,(305) 593-0376,25.809995,-80.31739
10664,MIAMI BCH/LINCLN,1650 Washington Ave,Miami Beach,FL,33139,(305) 672-8031,25.790433,-80.132081
14372,ALTON RD & 16TH,1601 Alton Rd,Miami Beach,FL,33139-2420,(305) 672-7055,25.789141,-80.140924
12932,DOWNTOWN RELO,345 Ne 2nd Ave,Miami,FL,33132,(305) 371-8161,25.778003,-80.190172
20598,SW 8TH & 3RD AVE,299 Sw 8th Street,Miami,FL,33130,(305) 856-6770,25.766632,-80.198866
1789,CORAL WAY,3280 Coral Way,Miami,FL,33145,(305) 444-5466,25.749746,-80.248185
7147,GROVE,3200 S Dixie Hwy,Miami,FL,33133,(786) 489-1703,25.736552,-80.246245
7296,MIAMI-2900 SW 8T,2940 Sw 8th St,Miami,FL,33135,(305) 541-4768,25.764843,-80.241236
2287,MIAMI-LEJEUNE,4180 Sw 9th St,Miami,FL,33134,(305) 443-9366,25.763235,-80.26286
10215,DOUGLAS,3747 Nw 7th St,Miami,FL,33126,(305) 646-0423,25.779265,-80.256514
7408,LITTLE HAVANA,1400 Sw 8th St,Miami,FL,33135,(305) 285-0974,25.765501,-80.218683
14782,CORAL GABLES,1148 Dixie Hwy,Coral Gables,FL,33141,(305) 666-9919,25.715959,-80.274593
1819,FLAGLER,1016 W Flagler St,Miami,FL,33130,(305) 545-7788,25.773374,-80.211831
11599,7 & 57,5650 Nw 7th Street,Miami,FL,33126,(305) 262-3961,25.777626,-80.286927
6589,36TH/22ND,2200 Nw 36th St,Miami,FL,33142,(305) 633-1385,25.809094,-80.232268
792,UNIVERSITY,6150 S Dixie Hwy,Miami,FL,33143-5003,(305) 661-7131,25.701277,-80.292742
2740,MIAMI SPRGS,4999 Nw 36th St,Miami Springs,FL,33166,(305) 885-7698,25.808362,-80.27729
927,HIALEAH-HIALEAH,460 Hialeah Drive,Hialeah,FL,33012,(305) 884-8700,25.822662,-80.271915
11332,BROWNSVL/INTL,1104 International Blvd,Brownsville,TX,78520-6844,(956) 544-8406,25.901047,-97.490927
4391,BRWNSVL-S EXPRSY,101 S Expressway,Brownsville,TX,78520-8049,(956) 541-1031,25.921255,-97.491405
14257,BROWNSVILLE,4690 Southmost Rd,Brownsville,TX,78520,(956) 443-4781,25.893775,-97.447317
26558,"BROWNSVILLE, BOC",1609 Central Blvd,Brownsville,TX,78520,(956) 504-9442,25.926565,-97.511905
11300,BROWNSVLE/14TH,4484 E 14th St,Brownsville,TX,78521-3240,(956) 542-5088,25.919916,-97.46697
11088,BROWNSVLE/H-77,2260 N Expy 77,Brownsville,TX,78501,(956) 544-4800,25.948421,-97.504128
32933,"BROWNSVILLE, FM",117 America Drive,Brownsville,TX,78526,(956) 554-9821,25.952244,-97.486278
10772,MARCO ISL.,899 N Collier Blvd,Marco Island,FL,34145,(239) 642-8899,25.952874,-81.727494
18489,HIALEAH GARDENS,3355 W 80th St,Hialeah,FL,33016,(305) 827-0049,25.896887,-80.350484
37263,NORTH DORAL,7570 Nw 104 Ave,Miami,FL,33186,(786) 725-5752,25.841864,-80.36989
12326,WEST HIALEAH,5995 W 24th Ave,Hialeah,FL,33016-4429,(305) 828-2264,25.876749,-80.330895
22125,WESTLAND MALL,1675 W 49TH ST (Westland Mall),Hialeah,FL,33012,(305) 828-5866,25.868685,-80.31678
6862,GRATIGNY,1660 W 68th St,Hialeah,FL,33012,(305) 556-4891,25.883691,-80.316938
11716,OKEE & PALMETTO,3350 W 18th Ave,Hialeah,FL,33012,(305) 825-0104,25.852897,-80.319695
25649,W 16TH AVE,4185 W 16th Ave,Hialeah,FL,33012,(305) 826-3666,25.859504,-80.314373
16209,MIAMI LAKES,7435 Miami Lakes Dr W,Miami Lakes,FL,33014,(305) 824-0800,25.910885,-80.319604
766,WESTLAND,1101 W 49th St,Hialeah,FL,33012,(305) 821-5521,25.866973,-80.3052
7409,MIAMI-57/79,5700 Nw 79th Ave,Miami,FL,33166,(305) 599-2660,25.825438,-80.326091
14768,MIA GDNS,8505 Nw 186th St,Hialeah,FL,33015,(305) 829-5113,25.942678,-80.340583
3817,RED ROAD,7155 W 4th Ave,Hialeah,FL,33014-5373,(305) 557-1190,25.887343,-80.291105
5003,LUDLUM ROAD,16701 Nw 67th Ave,Hialeah,FL,33015,(305) 822-6232,25.925483,-80.308507
826,27TH AVE,10775 Nw 27th Ave,Miami,FL,33167,(305) 681-5444,25.872286,-80.242256
6477,E. 4TH AVE,4300 E 4th Ave,Hialeah,FL,33012,(305) 823-2559,25.861802,-80.27502
18734,OPA LOCKA,1930 Opa Locka Blvd,Miami,FL,33167,(305) 685-8855,25.897805,-80.231708
7135,MIAMI/BOX 470097,8050 Nw 27th Ave,Miami,FL,33147,(305) 836-4792,25.8476,-80.242229
23194,119TH & 7TH,11899 Nw 7th Avenue,North Miami,FL,33168,(305) 953-0612,25.883409,-80.209982
5112,NW 7TH AVE,9250 Nw 7th Ave,Miami,FL,33150,(305) 759-1042,25.859774,-80.210077
7297,HIALEAH-PARK,330 W 29th St,Hialeah,FL,33012-5708,(305) 888-3497,25.847729,-80.288598
16794,FLAMINGO,1021 E 10th Ave,Hialeah,FL,33010,(305) 888-5491,25.831946,-80.261126
6948,151 ST.,15096 Nw 7th,Miami,FL,33168,(305) 681-3452,25.912657,-80.212162
7205,I-95 & 62ND,599 Nw 62nd St,Miami,FL,33150,(305) 751-5636,25.83273,-80.206753
14164,125TH & 6TH,610 Ne 125th St,Miami,FL,33181,(305) 899-2882,25.889932,-80.186093
11511,8116 BISCAYNE,8116 Biscayne Blvd,Miami,FL,33138,(305) 756-0400,25.849872,-80.185108
1724,UNITY,18250 Nw 27th Ave,Carol City,FL,33056-3545,(305) 624-7010,25.940175,-80.245681
6204,CAROL CITY,4686 Nw 183rd St,Carol City,FL,33055,(305) 621-2323,25.939415,-80.27658
791,MIAMI-200 167TH,200 Ne 167th St,North Miami Beach,FL,33162,(305) 940-2092,25.927854,-80.195929
29882,GARDENS ROAD,17850 Nw 57th Avenue,Hialeah,FL,33015,(305) 821-7727,25.935346,-80.294228
5944,130TH & BISC,13000 Biscayne Blvd,North Miami,FL,33181,(305) 899-9578,25.895759,-80.162258
18490,163RD AMOCO,2201 Ne 163rd St,North Miami,FL,33160,(305) 948-9081,25.926693,-80.155511
12111,SUNNY ISLES,17730 Collins Avenue,Sunny Isles Beach,FL,33160,(305) 937-4944,25.940145,-80.121811
1583,SKYLAKE,18350 Ne 18th Rd,Miami,FL,33179,(305) 940-0454,25.945026,-80.163891
20013,HWY 48 & FM 802,7400 Padre Island Hwy,Brownsville,TX,78521,(956) 831-4505,25.943663,-97.426725
34972,MORRISON @ HWY 7,4315 N Expressway 77,Brownsville,TX,78526,(956) 350-2527,25.967408,-97.513509
34826,LOS FRESNOS,115 Ocean Boulevard,Los Fresnos,TX,78566,(956) 233-1711,26.071901,-97.475018
13139,FREEDOM SQ,12615 Tamiami Trail East,Naples,FL,33962,(239) 732-0117,26.066057,-81.70224
13692,PEMBROKE PINES,18489 Pines Blvd,Pembroke Pines,FL,33029,(954) 430-5330,26.008319,-80.394906
27469,MIRAMAR PKWY. &,17001 Miramar Parkway,Miramar,FL,33027,(954) 499-8679,25.97919,-80.374193
19893,COQUINA FLATS SC,15911 Sheridan St,Fort Lauderdale,FL,33321,(954) 252-6018,26.030125,-80.359581
24278,MIRAMAR PKWY & I,14301 Miramar Pkwy,Miramar,FL,33027,(954) 447-6337,25.979212,-80.336621
10934,PINES & FLAMINGO,12480 S Pines Blvd,Pembroke Pines,FL,33027,(954) 436-2342,26.007037,-80.314387
25652,GRIFFIN,4492 Weston Rd,Davie,FL,33331,(954) 385-3828,26.064214,-80.359969
8061,FLAMINGO,5986 S Flamingo Rd,Cooper City,FL,33328,(954) 434-0615,26.045591,-80.312393
6382,TAFT & HIATUS,11100 Taft Street,Pembroke Pines,FL,33026-2735,(954) 432-1100,26.022201,-80.298043
2725,HALLANDALE,111 N Federal Hwy,Hallandale,FL,33009,(954) 456-0451,25.987095,-80.142841
30142,"HALLANDALE, BEAC",835 W Hallandale Beach Blvd,Hallandale,FL,33009,(954) 457-7415,25.984582,-80.160216
1901,DANIA-FEDERAL,1310 S Federal Hwy,Dania,FL,33004,(954) 920-5553,26.035724,-80.143686
12730,HWD&ENTRADA,3247 Hollywood Blvd,Hollywood,FL,33021,(954) 981-8884,26.011253,-80.172951
35564,SHERIDAN & I-95,2851 Sheridan St,Hollywood,FL,33020,(954) 925-9397,26.033807,-80.165193
6904,STIRLING,2690 Stirling Rd,Hollywood,FL,33024,(954) 920-4446,26.047751,-80.159686
924,HOLLYWOOD-BLVD,5835 Hollywood Blvd,Hollywood,FL,33021,(954) 981-4121,26.010492,-80.204989
2688,MIRAMAR I,6204 Miramar Pkwy,Miramar,FL,33023-3942,(954) 966-6118,25.984119,-80.21113
2724,HOLLYWOOD,1900 N State Road 7,Hollywood,FL,33021,(954) 981-7288,26.027423,-80.208854
3136,MIRAMAR II,3306 S University Dr,Miramar,FL,33025-3018,(954) 436-1872,25.979326,-80.247605
1868,PEMBROKE PINES,1490 N University Dr,Pembroke Pines,FL,33024,(954) 432-5150,26.021688,-80.249064
32379,MIRABELLA,2351 Palm Ave,Miramar,FL,33025,(954) 442-6033,25.987747,-80.278405
6100,DAVIE RD EXT,4295 N Davie Road Ext,Hollywood,FL,33024,(954) 432-3134,26.045567,-80.231845
2421,US 441,20101 Nw 2nd Ave,Miami,FL,33169,(305) 652-5933,25.958969,-80.205359
34576,HARDROCK,5530 S Sr 7,Hollywood,FL,33314,(954) 791-3852,26.052417,-80.206821
5854,COOPER CITY,10260 Griffin Rd,Cooper City,FL,33328,(954) 434-6938,26.063591,-80.283698
37987,JACKSON @ DICKER,7501 S Jackson Rd,Pharr,TX,78577,(956) 715-8845,26.124731,-98.216356
10490,MCALLEN-SOUTH 10,1901 S 10th St,Mcallen,TX,78503,(956) 687-7707,26.186557,-98.232393
35753,RIDGE   CA,301 West Ridge,Pharr,TX,78503,(956) 783-6236,26.180673,-98.189874
22019,CHEV-EXP 83-SHAR,804 S Shary Rd,Mission,TX,78572,(956) 583-2790,26.194476,-98.289113
43062,WESLACO SOUTH,200 W. 18th St.,Weslaco,TX,78596,(956) 877-3062,26.14123,-97.992515
17859,WESLACO,3318 E Bus Hwy 83,Weslaco,TX,78596,(956) 514-2454,26.153181,-97.957381
5132,WESLACO-TEXAS BL,1025 N Texas,Weslaco,TX,78596-4510,(956) 968-6554,26.172143,-97.99137
18785,DONNA,602 N D Salinas Blvd,Donna,TX,78537,(956) 461-3388,26.178912,-98.040966
40947,WESLACO,2510 N. International Blvd.,Weslaco,TX,78599,(956) 855-7947,26.185155,-97.958266
41005,ALAMO SOUTH,1119 W Ridge Road,Alamo,TX,78516,(956) 974-1106,26.171757,-98.126454
26036,ALAMO/US 83,1018 Frontage Rd,Alamo,TX,78516,(956) 283-1130,26.192024,-98.121404
21338,83-I SAN JUAN,824 W Business 83,San Juan,TX,78589,(956) 702-5299,26.191385,-98.166789
7019,SAN BENITO-US 83,821 S Sam Houston,San Benito,TX,78586-3062,(956) 399-4033,26.125974,-97.63656
25416,SUNSHINE S,1144 Business Hwy 77,San Benito,TX,78586,(956) 399-6845,26.146543,-97.636999
11705,"HARLNGN,77&EDCAR",2020 S Sunshine Strip,Harlingen,TX,78550,(956) 428-7997,26.171918,-97.6729
38538,MERCEDES,216 N Texas Ave,Mercedes,TX,78570,(956) 294-1218,26.15302,-97.91371
19089,LA FERIA,204 E Expressway 83,La Feria,TX,78559,(956) 797-1461,26.16476,-97.822997
13652,DIXIELAND/LINCOL,2305 W Lincoln,Harlingen,TX,78550,(956) 412-9292,26.181292,-97.72039
10905,SO. PAD. IS/PADR,908 S Padre Blvd,South Padre Island,TX,78597,(956) 761-4999,26.091091,-97.164315
2523,NAPLES EAS,2886 E Tamiami Trl,Naples,FL,34112,(239) 774-3931,26.130056,-81.771608
11748,DAVIS BLVD.,8875 Davis Blvd,Naples,FL,34104,(239) 455-7745,26.155437,-81.688179
16832,BROWARD BLVD,27 W Broward Blvd,Fort Lauderdale,FL,33301,(954) 463-7393,26.122705,-80.144285
26690,EAST SUNRISE REL,300 E Sunrise Blvd,Fort Lauderdale,FL,33304,(954) 763-5543,26.136633,-80.140981
1327,FT L.-CAUSEWAY,1630 S Federal,Fort Lauderdale,FL,33316,(954) 527-1204,26.101007,-80.136357
2011,CORAL RIDGE-FDRL,2700 N Federal Hwy,Fort Lauderdale,FL,33306,(954) 564-2910,26.16126,-80.115819
12396,SR 84 & 12 AVE,1201 State Hwy 84,Fort Lauderdale,FL,33315,(954) 527-1017,26.092066,-80.157219
37016,BROWARD & 27,2410 W. Broward Blvd.,Ft Lauderdale,FL,33312,(954) 583-2631,26.121153,-80.17442
7158,I-95&SUNRISE,2300 W Sunrise Blvd,Fort Lauderdale,FL,33311,(954) 316-0007,26.136185,-80.173807
904,OAKLAND PARK,265 W Oakland Park Blvd,Oakland Park,FL,33311,(954) 565-8881,26.166799,-80.148806
34362,DAVIE & RIVERLAN,2700 Davie Blvd,Ft. Lauderdale,FL,33312,(954) 791-2830,26.106043,-80.178156
13565,GALT OCEAN MILE,4032 N Ocean Blvd,Fort Lauderdale,FL,33308,(954) 563-6255,26.177289,-80.098677
681,CMRCL,1352 E Commercial,Fort Lauderdale,FL,33334,(347) 768-6450,26.188694,-80.128907
7732,OAKLD FOREST,3073 West Oakland Park Boulevard,Oakland Park,FL,33311,(954) 733-6839,26.165777,-80.185445
6712,EXECUTIVE,950 W Commercial Blvd,Fort Lauderdale,FL,33309,(954) 928-0910,26.188047,-80.156033
1476,LAUDERHIL-40TH A,1140 40th Ave,Lauderhill,FL,33313,(954) 583-5226,26.139536,-80.202142
5117,STATE-LAUDERDALE,1600 S State Hwy Seven,Fort Lauderdale,FL,33317,(954) 587-2182,26.100238,-80.200787
14098,INDIAN TRACE,326 Indian Trace,Weston,FL,33326-2996,(954) 384-4450,26.118287,-80.393714
10784,WESTON,1020 Weston Rd,Fort Lauderdale,FL,33326,(954) 384-1256,26.106874,-80.362638
34959,SHENANDOAH,13642 Sr 84,Davie,FL,33325,(954) 473-2422,26.117301,-80.331098
11836,SAWGRASS,13655 W Sunrise Blvd,Sunrise,FL,33323,(954) 846-8634,26.146375,-80.331458
32462,THE PLAZA,11200 Sr 84,Davie,FL,33325,(954) 475-1532,26.109927,-80.298513
36310,PLANTATION II,1351 S University Dr,Plantation,FL,33324,(954) 475-0289,26.103006,-80.250569
2497,SUNRISE-UNIVRSTY,2260 N University Dr,Sunrise,FL,33322,(954) 742-8280,26.152414,-80.256624
6908,SUNRISE UNVSTY,10013 Sunset Strip,Sunrise,FL,33322,(954) 748-6706,26.153254,-80.283625
36841,NOVA DRIVE,6405 Nova Dr,Davie,FL,33317,(954) 424-2408,26.086358,-80.229447
22008,OAKLAND & 55TH,5510 W Oakland Park Blvd,Lauderhill,FL,33313,(954) 777-3445,26.164376,-80.224519
10397,PINE ISLAND,4301 Pine Island Road,Sunrise,FL,33351-6045,(954) 572-1911,26.177102,-80.268358
17009,OAKLAND & HIATUS,10901 W Oakland Park Blvd,Sunrise,FL,33351,(954) 747-7155,26.169387,-80.295706
2533,LAUDERDALE LAKES,4398 North State Road 7,Lauderdale Lakes,FL,33309,(954) 739-8040,26.179883,-80.203091
3555,TAMARAC,7600 Nw 57th Street,Tamarac,FL,33321,(954) 722-1120,26.194323,-80.25267
27555,COMM'L & 94TH AV,9220 W Commercial Blvd,Sunrise,FL,33351-4300,(954) 578-1180,26.193209,-80.273378
14665,"LA JOYA, HWY 83",401 E Expressway 83,La Joya,TX,78560,(956) 580-0339,26.248177,-98.475368
33389,"PENITAS, HWY 83",1703 EXPRESSWAY 83 (Walmart),Penitas,TX,78576,(956) 583-4994,26.246687,-98.442757
34901,PALMHURST,224 East Mile 3 Road,Palmhurst,TX,78573,(956) 581-0105,26.257531,-98.315599
6417,MISSION-US 83,303 E Expy 83,Mission,TX,78572,(956) 581-1144,26.201453,-98.324314
36031,ALTON,217 N Alton,Alton,TX,78573,(956) 585-6237,26.288633,-98.314087
35324,NOLANA @ 29TH,2801 Nolana Ave,Mcallen,TX,78504,(956) 688-6236,26.240568,-98.24648
6916,MCALLEN-10TH ST.,2808 N 10th St,Mcallen,TX,78501,(956) 687-5898,26.22921,-98.225167
12804,MCALLEN PE,3700 Pecan Boulevard,Mcallen,TX,78502,(956) 630-5711,26.220043,-98.259821
17280,TENTH/TRENTON,7320 N 10th,Mcallen,TX,78504,(956) 972-1476,26.268868,-98.218203
17763,83 AT JACKSON,1217 E Hwy 83,Mcallen,TX,78501,(956) 994-8911,26.199642,-98.205812
19437,PHARR,104 W Nolana Loop,Pharr,TX,78577,(956) 783-2512,26.233966,-98.179535
34387,401 E TRENTON RD,401 E Trenton,Edinburg,TX,78539,(956) 292-0161,26.26189,-98.168213
14318,UNIVERSITY DR.,2120 W University Dr,Edinburg,TX,78539,(956) 316-3333,26.304312,-98.18585
40960,LONGORIA SANJUAN,3701 N Raul Longoria Rd,San Juan,TX,78589,(956) 855-6960,26.229672,-98.148077
25554,1605 E  UN,1605 E University Dr,Edinburg,TX,78539,(956) 387-0516,26.299655,-98.146131
4245,HARLNGN-N 77 SSS,602 N Sunshine Strip,Harlingen,TX,78550-8846,(956) 421-2207,26.198574,-97.679922
26344,"ELSA, 107 & 88",112 E Edinburg Ave,Elsa,TX,78543,(956) 262-3226,26.293112,-97.992807
13406,NAPLES PK,11141 N Tamiami Trail,Naples,FL,34110,(239) 597-3489,26.273293,-81.802252
26427,THE STRAND,5616 Tavilla Circle,Naples,FL,34110,(239) 593-6055,26.273677,-81.746458
10750,RIDGEPORT,5465 N Airport Rd,Naples,FL,34109,(239) 566-2004,26.213836,-81.769094
15834,PN RDG OIL,6065 Pine Ridge Rd,Naples,FL,34119,(239) 352-2009,26.212114,-81.730039
26644,PEBBLEBROO,15291 Collier Blvd,Naples,FL,34119,(239) 304-1530,26.272589,-81.691117
3625,NAPLES NORTH,4245 N Tamiami Trl,Naples,FL,34103-3104,(239) 262-2243,26.197894,-81.800778
40301,ORANGETREE,13811 Immokalee Rd,Naples,FL,34120,(305) 509-5793,26.286203,-81.595329
10836,NTIC/UNIV.,630 University Dr,Coral Springs,FL,33071,(954) 344-2622,26.238756,-80.25548
6603,PINE ISL,8375 Pine Island Rd,Tamarac,FL,33321,(954) 722-6710,26.227867,-80.27021
3170,CORAL SPRGS,7751 W Sample Rd,Coral Springs,FL,33065,(954) 752-6710,26.272624,-80.229268
5990,SOUTHGATE,7520 Southgate Blvd,North Lauderdale,FL,33068,(954) 726-3777,26.227825,-80.225576
11114,WILES/UNIV.,9180 Wiles Rd,Coral Springs,FL,33076,(954) 341-4349,26.286438,-80.247597
17767,SAMPLE/CRL RDG,11655 W Sample Rd,Coral Springs,FL,33065,(954) 346-0710,26.27343,-80.28194
10671,MARGATE,5367 W Atlantic Blvd,Margate,FL,33063,(954) 972-6530,26.235801,-80.199271
12885,MCNAB & ROCK ISL,7200 W Mcnab Road,North Lauderdale,FL,33068,(954) 726-6340,26.207843,-80.221505
24635,SAWGRASS/CORAL,5741 Coral Ridge Dr,Coral Springs,FL,33065,(954) 575-0048,26.29957,-80.278294
27234,WILES ROAD & 441,4480 N Sr 7,Coconut Creek,FL,33073,(954) 933-9525,26.284873,-80.201248
10901,COCONUT CREEK,4200 W Sample Rd,Coconut Creek,FL,33073,(954) 968-3310,26.273285,-80.182739
17010,REGENCY LAKES,6440 N State Rd 7,Coconut Creek,FL,33073,(954) 429-3766,26.309157,-80.20149
36313,ATLANTIC EXTENSI,1490 Nw 31 Ave,Pompano Beach,FL,33069,(954) 975-0072,26.244735,-80.164269
24636,COPANS RD. & I -,320 Nw 24th Street,Pompano Beach,FL,33060,(954) 784-0440,26.260086,-80.127606
4112,SAMPLE RD,630 W Sample Rd,Pompano Beach,FL,33064,(954) 943-3055,26.274442,-80.132356
1585,A & F,2025 E Atlantic Blvd,Pompano Beach,FL,33060,(954) 781-1920,26.232016,-80.103647
1013,NORTH POMPANO,3091 N Federal Hwy,Pompano Beach,FL,33064,(954) 943-8410,26.268923,-80.098918
24106,PALM AIRE,1 Sw 26th Avenue,Pompano Beach,FL,33069,(954) 971-7626,26.230478,-80.157156
7253,BAY COLONY,6360 North Federal Hwy,Fort Lauderdale,FL,33308,(954) 771-2230,26.206575,-80.107533
2864,LGHTHOUSE PT-US1,4830 N Federal Hwy,Lighthouse Point,FL,33064,(954) 427-8141,26.290898,-80.094718
36925,MILITARY & 10TH,1205 S Military Tr,Deerfield Beach,FL,33442,(954) 421-1474,26.301598,-80.132654
5002,CYPRESS-POWERLIN,929 Nw 62nd St,Fort Lauderdale,FL,33309,(954) 491-6363,26.203597,-80.156757
6653,DEERFLD BCH-3RD,300 W Hillsboro Blvd,Deerfield Beach,FL,33441-0978,(954) 481-9426,26.318057,-80.108209
21285,HILLS & POWERLN,3901 W Hillsboro Blvd,Deerfield Beach,FL,33442,(954) 426-5502,26.318256,-80.156924
31585,"ROMA, HWY 83/OLI",104 E Grant Street,Roma,TX,78584,(956) 849-1045,26.402285,-99.011368
11976,RIO GRANDE/H-83,4290 E Expy 83,Rio Grande City,TX,78582,(956) 487-8214,26.370392,-98.798329
34823,MONTE CHRISTO,202 W Monte Cristo Rd,Edinburg,TX,78541,(956) 383-0698,26.33685,-98.157317
17765,BONITA SPR,27996 Oakland Dr,Bonita Springs,FL,34135,(239) 498-8838,26.332049,-81.752986
24718,I 75 CORKS,20310 Grand Oaks Shoppes Blvd,Estero,FL,33928,(239) 947-6511,26.437543,-81.770409
6187,BONITA SPR,28215 Tamiami Trl,Bonita Springs,FL,34134,(239) 947-3300,26.327504,-81.804982
15912,SR 29   IM,420 N 15th St,Immokalee,FL,34142,(239) 657-5255,26.4254,-81.433256
29261,"BOCA RATON, BOCA",1776 N Military Trail,Boca Raton,FL,33486,(561) 391-5185,26.364495,-80.122182
30338,"BOCA RATON, YAMA",710 Yamato Road,Boca Raton,FL,33431,(561) 549-0174,26.393288,-80.103128
12020,PALMETTO/POWER,7030 Palmetto Park Rd,Boca Raton,FL,33433,(561) 392-6768,26.349593,-80.155579
12611,CLINT MOORE/JOG,2911 Clintmoore Rd,Boca Raton,FL,33496,(561) 994-3602,26.40853,-80.145762
2565,5TH AVENUE,2140 N Federal Hwy,Boca Raton,FL,33431,(561) 392-7776,26.368989,-80.077051
